review_text,rating,date,bank_name,source
Hasan.dawee,5,2024-12-08,Commercial Bank of Ethiopia,Google Play
Its not work as expectations,1,2024-12-07,Commercial Bank of Ethiopia,Google Play
Not that much good!,1,2024-12-07,Commercial Bank of Ethiopia,Google Play
good,5,2024-12-07,Commercial Bank of Ethiopia,Google Play
best,5,2024-12-07,Commercial Bank of Ethiopia,Google Play
It's good,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Good & Perfect 👌,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Good,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Good,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Good,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
💯💯💯👌👌👌👌Perfect,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Great app convenient for making payments and transactions. Tnxs CBE 👏👏👏,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
My all time best application,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Hayye,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
Excellent,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
2 Year Exprianced on this app,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
It's professional app ilike this app,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
"It is very good, it is very useful, it is a problem solver",5,2024-12-06,Commercial Bank of Ethiopia,Google Play
COmmercial,1,2024-12-05,Commercial Bank of Ethiopia,Google Play
Update,5,2024-12-03,Commercial Bank of Ethiopia,Google Play
Superb app. Serves better than I expected in a remote and hardly Internet connection covered areas while in the field work. Thanks team,5,2024-12-03,Commercial Bank of Ethiopia,Google Play
It's amazing,5,2024-12-02,Commercial Bank of Ethiopia,Google Play
Goood,1,2024-12-02,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-12-02,Commercial Bank of Ethiopia,Google Play
good,5,2024-12-02,Commercial Bank of Ethiopia,Google Play
No speed,2,2024-12-01,Commercial Bank of Ethiopia,Google Play
"I’ve noticed two key issues with your app: 1. Username Visibility: The app doesn’t display the username, making verification difficult. Please add this feature. 2. Transaction History: Transaction history gets deleted if the app is reinstalled. This data should remain accessible unless manually deleted by the user. A ""Load More"" option for older transactions would also be helpful. These issues have caused inconvenience. Fixing them would greatly improve the user experience. Thank you.",5,2024-12-01,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-12-01,Commercial Bank of Ethiopia,Google Play
I want to download,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
Excellent,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
good,4,2024-11-30,Commercial Bank of Ethiopia,Google Play
This app is just sweet,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
It is the best application that makes life easier and provides fast service,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
Fast and reliable,4,2024-11-30,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-29,Commercial Bank of Ethiopia,Google Play
Good,3,2024-11-29,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-29,Commercial Bank of Ethiopia,Google Play
the good app,5,2024-11-29,Commercial Bank of Ethiopia,Google Play
"Self transfer has a problem. Doesn't tell weather trasfered or not after the process,ie ignors the final issuance of reciept .....",2,2024-11-28,Commercial Bank of Ethiopia,Google Play
Best for users,5,2024-11-28,Commercial Bank of Ethiopia,Google Play
really,5,2024-11-27,Commercial Bank of Ethiopia,Google Play
I like it,5,2024-11-27,Commercial Bank of Ethiopia,Google Play
nice,5,2024-11-26,Commercial Bank of Ethiopia,Google Play
"1.I have to log out and wait for more minutes to make another transfer . 2. I get charged for a not satisfactory transfer amount. 3.On some days I see some transactions with different amount of transfers which I don't do . 4.I can not transfer more than 20K. and charger for every transfer is not fair 5.And l wish to know ""For Ethiopians where exactly is there country to live in""",1,2024-11-26,Commercial Bank of Ethiopia,Google Play
Gugu gaga,3,2024-11-26,Commercial Bank of Ethiopia,Google Play
Agriculture in genral,5,2024-11-26,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-25,Commercial Bank of Ethiopia,Google Play
ንግድ,4,2024-11-25,Commercial Bank of Ethiopia,Google Play
"Pretty straightforward, does what it's supposed to do. Wish it had beefier/ more detailed recent transactions though.",4,2024-11-25,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-11-25,Commercial Bank of Ethiopia,Google Play
milyon,1,2024-11-24,Commercial Bank of Ethiopia,Google Play
"ስግብግብ , Unfair (Tele + CBE )😫",2,2024-11-23,Commercial Bank of Ethiopia,Google Play
Yadani Nagaro,4,2024-11-23,Commercial Bank of Ethiopia,Google Play
Less functional,1,2024-11-22,Commercial Bank of Ethiopia,Google Play
Very nice,5,2024-11-22,Commercial Bank of Ethiopia,Google Play
The system is slow,5,2024-11-22,Commercial Bank of Ethiopia,Google Play
This works fine !! Nice !!! But I was wondering can I see my statement from the app?,4,2024-11-21,Commercial Bank of Ethiopia,Google Play
Good app,4,2024-11-21,Commercial Bank of Ethiopia,Google Play
Nsiro,5,2024-11-20,Commercial Bank of Ethiopia,Google Play
Excellent,5,2024-11-20,Commercial Bank of Ethiopia,Google Play
USE ENGLISH LANGUAGE.,5,2024-11-20,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-20,Commercial Bank of Ethiopia,Google Play
Wooooow,5,2024-11-20,Commercial Bank of Ethiopia,Google Play
It used to work fine but nowadays if u try to use it after midnight it doesn't always work either with Wi-Fi or data and sometimes we gotta pay things before the dead line and boom it doesn't work,3,2024-11-20,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-11-19,Commercial Bank of Ethiopia,Google Play
I like this app! it's easy to use and quite flexible. it's nice 👍,5,2024-11-19,Commercial Bank of Ethiopia,Google Play
From my over thirty five years custemer of the Commercial Bank of Ethiopia I find it to dependable bank.,5,2024-11-19,Commercial Bank of Ethiopia,Google Play
improvement,4,2024-11-19,Commercial Bank of Ethiopia,Google Play
Ok,1,2024-11-19,Commercial Bank of Ethiopia,Google Play
Its good bank in ethiopia,4,2024-11-19,Commercial Bank of Ethiopia,Google Play
It good,5,2024-11-18,Commercial Bank of Ethiopia,Google Play
The best banking and application,5,2024-11-18,Commercial Bank of Ethiopia,Google Play
👍👍👍👌👌👌👌👌👌👌🤣,5,2024-11-18,Commercial Bank of Ethiopia,Google Play
So Good,2,2024-11-18,Commercial Bank of Ethiopia,Google Play
ZAYINE SALMAN,5,2024-11-17,Commercial Bank of Ethiopia,Google Play
"feature to add beneficiary account from older version isn't available on this one, and the greeting notification that pops out during every log in is boring.",1,2024-11-17,Commercial Bank of Ethiopia,Google Play
Problems seen account banning without my permission,2,2024-11-17,Commercial Bank of Ethiopia,Google Play
maashaallaah,5,2024-11-17,Commercial Bank of Ethiopia,Google Play
Perfect,5,2024-11-17,Commercial Bank of Ethiopia,Google Play
Excellent performance,5,2024-11-16,Commercial Bank of Ethiopia,Google Play
I like this app. It is very helpfull. The draw back is it doesn't order transactions accordingly and it stops responding without any notification.,3,2024-11-16,Commercial Bank of Ethiopia,Google Play
በጣም የሚያስጠላ ሲስተም ነው ኣሻሽሉ,2,2024-11-16,Commercial Bank of Ethiopia,Google Play
Nice app,5,2024-11-15,Commercial Bank of Ethiopia,Google Play
"Sometimes, it is very difficult to open",1,2024-11-15,Commercial Bank of Ethiopia,Google Play
It is easy;comfortable and smart latest advanced digitaluzed application of CBE!!!!!!!,5,2024-11-15,Commercial Bank of Ethiopia,Google Play
ሲስተሙ ምንም አይሰራም ያአቸግራል 😔😔 ብስታካከል መላካም ነው,1,2024-11-14,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-11-14,Commercial Bank of Ethiopia,Google Play
One of the best,5,2024-11-14,Commercial Bank of Ethiopia,Google Play
Excellent,5,2024-11-14,Commercial Bank of Ethiopia,Google Play
Best app to use money transfer,5,2024-11-13,Commercial Bank of Ethiopia,Google Play
Ok,5,2024-11-13,Commercial Bank of Ethiopia,Google Play
Best in ethiopia,5,2024-11-13,Commercial Bank of Ethiopia,Google Play
It is very easy to use and preferable overall I really liked this app,4,2024-11-13,Commercial Bank of Ethiopia,Google Play
That's good,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
fantastic and very helpful,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
It s nice,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
No fast,1,2024-11-12,Commercial Bank of Ethiopia,Google Play
I really love this App It's amazing 🙏,5,2024-11-11,Commercial Bank of Ethiopia,Google Play
Ok,5,2024-11-11,Commercial Bank of Ethiopia,Google Play
"The 'unsubscribe' button in the CBE Android app is misplaced. It should be at the middle of the menu or somewhere else rather than at the end. The end is usually for a 'log out"" and I inadvertently touched ''unsubscribe"" many times. This could lead to customers accidentally unsubscribing from the service.",4,2024-11-11,Commercial Bank of Ethiopia,Google Play
Very good service,5,2024-11-11,Commercial Bank of Ethiopia,Google Play
"hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...",5,2024-11-10,Commercial Bank of Ethiopia,Google Play
Best app in ethiopia,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
Interesting application,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
The best application and easy my life,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
ኘተ,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
Amazing it's easy to use,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
Very great job,4,2024-11-09,Commercial Bank of Ethiopia,Google Play
I have no experiance about this,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
It is good but not sufficient !!,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
1. Statement is limited with one screen display. There should be access to see my transactions of at least 6 months before. 2. Sometimes debit/credit is not shown on the account details.......,2,2024-11-09,Commercial Bank of Ethiopia,Google Play
"The Commercial Bank of Ethiopia (CBE) is a pillar of financial strength and stability in Ethiopia. As the largest and most established bank in the country, it fosters economic growth, promotes financial inclusion, and supports businesses of all sizes. CBE’s mobile banking app enhances convenience by enabling millions to access banking services anytime, anywhere. Keep up Good work❤.",5,2024-11-09,Commercial Bank of Ethiopia,Google Play
Teachings,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
I am unable to open or use the application,2,2024-11-08,Commercial Bank of Ethiopia,Google Play
Thinkbyou,2,2024-11-07,Commercial Bank of Ethiopia,Google Play
I like this application and your Banking systems,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
Wow fast network,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
Mahir,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
Good,4,2024-11-07,Commercial Bank of Ethiopia,Google Play
CBE,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
It's so intermittent.,2,2024-11-07,Commercial Bank of Ethiopia,Google Play
ሰላም የኢት ንግድ ባንክ አፑ በጣም አሪፍ ነው ግን የተላላክነውን ሂስትሪ ላይ በካላንደር እንድወጣልን ስርች ማድረጊያ ጨምሩበት,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
Super convenient and accessible,5,2024-11-06,Commercial Bank of Ethiopia,Google Play
"you brought new feature which is standing order, but it doest have option to delete/edit amount",4,2024-11-06,Commercial Bank of Ethiopia,Google Play
I like this app but it's done not work so fix it please!!!,1,2024-11-06,Commercial Bank of Ethiopia,Google Play
just do it,5,2024-11-06,Commercial Bank of Ethiopia,Google Play
good,5,2024-11-06,Commercial Bank of Ethiopia,Google Play
Very Nice,5,2024-11-06,Commercial Bank of Ethiopia,Google Play
Very Good.,5,2024-11-05,Commercial Bank of Ethiopia,Google Play
Open ok,5,2024-11-05,Commercial Bank of Ethiopia,Google Play
Easy and accessible easily,5,2024-11-05,Commercial Bank of Ethiopia,Google Play
Good,1,2024-11-05,Commercial Bank of Ethiopia,Google Play
Very nice app ግን አንዳንዴ በጣም ይንቀረፈፋል ማሻሻል አለባችሁ ፍጥነት ያስፈልጋል,4,2024-11-05,Commercial Bank of Ethiopia,Google Play
Very great application,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
It shows a limited number of transaction history. And it does show transactions history in the order of arrival,1,2024-11-04,Commercial Bank of Ethiopia,Google Play
"Good and better app compared to other bank's, but the remard/naration is ommited when we make a screenshoot, so better to include the remark.",5,2024-11-04,Commercial Bank of Ethiopia,Google Play
the best service,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
Good,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
Very nice applications. Very useful app.,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
I am using. The Ap it is amazing,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
Good luck tanks 😍,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
Best application,4,2024-11-01,Commercial Bank of Ethiopia,Google Play
WOW BANK,5,2024-11-01,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-11-01,Commercial Bank of Ethiopia,Google Play
nice,5,2024-10-31,Commercial Bank of Ethiopia,Google Play
good,5,2024-10-31,Commercial Bank of Ethiopia,Google Play
"Loved it! Exceptionally easy, friendly interface with no adds and complicated extensions app!",5,2024-10-31,Commercial Bank of Ethiopia,Google Play
Keep the good work,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
Working very good yet than the other methods I know before,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
baste,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
"This app is very interesting, fast transaction and preferable system!",5,2024-10-30,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
Avery good app designed by CBE makes life easier.,4,2024-10-30,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-29,Commercial Bank of Ethiopia,Google Play
Best ethiopian bank,5,2024-10-28,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-28,Commercial Bank of Ethiopia,Google Play
Fast service.,5,2024-10-28,Commercial Bank of Ethiopia,Google Play
The leading bank in Ethiopia.,5,2024-10-27,Commercial Bank of Ethiopia,Google Play
Very efficient app,5,2024-10-27,Commercial Bank of Ethiopia,Google Play
CBE,5,2024-10-27,Commercial Bank of Ethiopia,Google Play
Best,5,2024-10-26,Commercial Bank of Ethiopia,Google Play
Is good,5,2024-10-26,Commercial Bank of Ethiopia,Google Play
less active,1,2024-10-26,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-10-25,Commercial Bank of Ethiopia,Google Play
It's better for using Wherever we are .,5,2024-10-24,Commercial Bank of Ethiopia,Google Play
ብርለማስተላፍ ፈልጌ አልሰራልኝም ለምን?,4,2024-10-24,Commercial Bank of Ethiopia,Google Play
I get it fast,5,2024-10-24,Commercial Bank of Ethiopia,Google Play
I liked this app,5,2024-10-24,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-10-23,Commercial Bank of Ethiopia,Google Play
ممتاز,5,2024-10-23,Commercial Bank of Ethiopia,Google Play
just nice,5,2024-10-23,Commercial Bank of Ethiopia,Google Play
ፒን ቁጥር ካስገባሁ በኋላ የሚመጣው ስከሪን ተቀማጭ ባላነሴን አያሳይም!,1,2024-10-23,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-10-22,Commercial Bank of Ethiopia,Google Play
Amazing for saving time,5,2024-10-22,Commercial Bank of Ethiopia,Google Play
ممتاز جدا,5,2024-10-22,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-22,Commercial Bank of Ethiopia,Google Play
"The best mobile banking in the world. I love it, thank you!!!! But try to have more servers, sometimes it is busy.",4,2024-10-21,Commercial Bank of Ethiopia,Google Play
Fast,5,2024-10-21,Commercial Bank of Ethiopia,Google Play
Excellent,5,2024-10-21,Commercial Bank of Ethiopia,Google Play
Nice service,5,2024-10-21,Commercial Bank of Ethiopia,Google Play
New Technology,5,2024-10-21,Commercial Bank of Ethiopia,Google Play
bast mobile banking in Ethiopia,2,2024-10-20,Commercial Bank of Ethiopia,Google Play
its so good app,5,2024-10-20,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-20,Commercial Bank of Ethiopia,Google Play
Nasri.huseen,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
App is not working,1,2024-10-19,Commercial Bank of Ethiopia,Google Play
Very good for transaction,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
Best,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
Baayyee gaariidha,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
ጥሩ ነው በዚሁ ቀጥሉበት።,2,2024-10-19,Commercial Bank of Ethiopia,Google Play
This good mobile banking app ever used but it says this device is rooted. You cannot run this app on this device,1,2024-10-18,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-10-18,Commercial Bank of Ethiopia,Google Play
try to update it,1,2024-10-18,Commercial Bank of Ethiopia,Google Play
"Fantastic, It has supersonic speed.",5,2024-10-18,Commercial Bank of Ethiopia,Google Play
Beast,5,2024-10-18,Commercial Bank of Ethiopia,Google Play
Nice &simple app,4,2024-10-18,Commercial Bank of Ethiopia,Google Play
Very good,5,2024-10-18,Commercial Bank of Ethiopia,Google Play
Best app,5,2024-10-17,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-17,Commercial Bank of Ethiopia,Google Play
Such a great app😘,5,2024-10-16,Commercial Bank of Ethiopia,Google Play
"It is a service that is not expected from such a large institution. I saw that your work is very complicated. The user does not understand well your application. In general, you have many problems. This application is not convenient for the end user. For instance I can't access my account from abroad what I depsited amount and transfer from my account to any any one .It is a shame.",1,2024-10-16,Commercial Bank of Ethiopia,Google Play
20 year,5,2024-10-16,Commercial Bank of Ethiopia,Google Play
"Cannot access with no reason,",1,2024-10-16,Commercial Bank of Ethiopia,Google Play
Abdullaxif sherashid,5,2024-10-15,Commercial Bank of Ethiopia,Google Play
use full,5,2024-10-15,Commercial Bank of Ethiopia,Google Play
very good,5,2024-10-15,Commercial Bank of Ethiopia,Google Play
"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",4,2024-10-15,Commercial Bank of Ethiopia,Google Play
It was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,Commercial Bank of Ethiopia,Google Play
Wow👌,5,2024-10-15,Commercial Bank of Ethiopia,Google Play
easy to use,5,2024-10-15,Commercial Bank of Ethiopia,Google Play
It is good,4,2024-10-15,Commercial Bank of Ethiopia,Google Play
👍🏽,5,2024-10-14,Commercial Bank of Ethiopia,Google Play
"It's not secure enough,you don't have biometric option",1,2024-10-14,Commercial Bank of Ethiopia,Google Play
great,5,2024-10-14,Commercial Bank of Ethiopia,Google Play
@12ahme afar,5,2024-10-14,Commercial Bank of Ethiopia,Google Play
-The app only shows a limited record amount of transaction (20) - it crashes again and again,1,2024-10-14,Commercial Bank of Ethiopia,Google Play
I need money,3,2024-10-13,Commercial Bank of Ethiopia,Google Play
HAYlDER A/ZiABAA,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
That was good app😍,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
"Fast and easy to use, simple app at all!👌",4,2024-10-13,Commercial Bank of Ethiopia,Google Play
Best application ever,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
Cod,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
It is an amazing App I like its features,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
"Please bring back the reason of transfer/reference format on the receipt. Pls pls, for those of us who have multiple transactions,it's very important to trace the receipts by looking at the references.",3,2024-10-13,Commercial Bank of Ethiopia,Google Play
Commercial Date,5,2024-10-12,Commercial Bank of Ethiopia,Google Play
"No have all monthly statement,",2,2024-10-12,Commercial Bank of Ethiopia,Google Play
good,5,2024-10-12,Commercial Bank of Ethiopia,Google Play
I love this app it is fast and suitable for use.,5,2024-10-11,Commercial Bank of Ethiopia,Google Play
Wow Ethio Tele 🤯🤣🤣🤣🤣,3,2024-10-11,Commercial Bank of Ethiopia,Google Play
I find this app user friendly and reliable.,5,2024-10-11,Commercial Bank of Ethiopia,Google Play
"It's good ,but in the history list, it doesn't show a reason for transactions.",4,2024-10-11,Commercial Bank of Ethiopia,Google Play
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11,Commercial Bank of Ethiopia,Google Play
Which is very important!,5,2024-10-10,Commercial Bank of Ethiopia,Google Play
please send me your details please,5,2024-10-10,Commercial Bank of Ethiopia,Google Play
Good job,5,2024-10-10,Commercial Bank of Ethiopia,Google Play
No one like cbe,5,2024-10-09,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-09,Commercial Bank of Ethiopia,Google Play
Its good for digital marketing,5,2024-10-09,Commercial Bank of Ethiopia,Google Play
Superexcellent,5,2024-10-08,Commercial Bank of Ethiopia,Google Play
No word,5,2024-10-07,Commercial Bank of Ethiopia,Google Play
Nice app,5,2024-10-07,Commercial Bank of Ethiopia,Google Play
too nice app my time savaing,5,2024-10-07,Commercial Bank of Ethiopia,Google Play
This app is so strong💪,2,2024-10-07,Commercial Bank of Ethiopia,Google Play
Useless,1,2024-10-07,Commercial Bank of Ethiopia,Google Play
ይህ አፕሊኬሽን ብዙ አገልግሎት እየሰጠ ይገኛል ሆኖም በየጊዜው አዳዲስ አሰራሮችን ከማደስ አንፃር ሲታይ ይቀረዋል አሁን ላይ ሂሳብ አያሳየኝም ምን ላድርግ,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
100 %,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
good,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
One of the best banking apps.,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
Unexpected apps becouse this is bad unfortunately error,1,2024-10-06,Commercial Bank of Ethiopia,Google Play
One of the fastest app ever used.,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
My best bank,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
Your app is so amazing,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
Very good 👍,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
በጣምጠሩ,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
Discount service fee,2,2024-10-05,Commercial Bank of Ethiopia,Google Play
My choice bank Comertial bank of Ethiopia,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
This app is very active and past,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
Good,2,2024-10-04,Commercial Bank of Ethiopia,Google Play
CBE is a great way to use it.,4,2024-10-04,Commercial Bank of Ethiopia,Google Play
The app very nice but it stuck by now. What is the reason?,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
"It's reliable, fast,and easy to use",5,2024-10-04,Commercial Bank of Ethiopia,Google Play
The app is okay!,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
There is problem on application to transfer money and adjust please.,3,2024-10-04,Commercial Bank of Ethiopia,Google Play
It make my life easy my time my energey,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
Am happy for the service,4,2024-10-03,Commercial Bank of Ethiopia,Google Play
Good application commercial bank of Ethiopia,5,2024-10-03,Commercial Bank of Ethiopia,Google Play
It is my best apps ever. Thank you CBE!,5,2024-10-03,Commercial Bank of Ethiopia,Google Play
Its very good application specialy with 4G Network Conection. However The Service Payment is Expensive. Do It Please Justified With Our Economy Label,3,2024-10-03,Commercial Bank of Ethiopia,Google Play
App is not working for days now.,1,2024-10-03,Commercial Bank of Ethiopia,Google Play
Tnx for the team,5,2024-10-02,Commercial Bank of Ethiopia,Google Play
Interesting application any updates should have to included timely,5,2024-10-02,Commercial Bank of Ethiopia,Google Play
Good app,5,2024-10-01,Commercial Bank of Ethiopia,Google Play
Fantastic app,5,2024-10-01,Commercial Bank of Ethiopia,Google Play
Good,5,2024-10-01,Commercial Bank of Ethiopia,Google Play
"Excellent appn that is easy to use it, the bank we trust and rely CBE. Thank you Abdi Farah",5,2024-10-01,Commercial Bank of Ethiopia,Google Play
Bank,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
takies,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
Maashoo.abduuroo,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
Double PIN request is extremely worthful. Keep working on security. I rate *****.,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
IAM satisfied for the application.,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
ok,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
Nice,1,2024-09-30,Commercial Bank of Ethiopia,Google Play
Nice app,5,2024-09-29,Commercial Bank of Ethiopia,Google Play
Good,1,2024-09-29,Commercial Bank of Ethiopia,Google Play
It is excelent,5,2024-09-29,Commercial Bank of Ethiopia,Google Play
Exlence service,5,2024-09-28,Commercial Bank of Ethiopia,Google Play
"The increase in the amount of the Daily Exchange should be increased to 6,000,000 ETB instead of 600,000 ETB.",4,2024-09-28,Commercial Bank of Ethiopia,Google Play
aags hshja,1,2024-09-28,Commercial Bank of Ethiopia,Google Play
Good,5,2024-09-28,Commercial Bank of Ethiopia,Google Play
It's the best appks,5,2024-09-28,Commercial Bank of Ethiopia,Google Play
Fast and Easy to Use. By far the best mobile banking application in 🇪🇹,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
Excllent app,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
Good,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
It's time consuming up for using electronic money every were,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
Very special app,1,2024-09-27,Commercial Bank of Ethiopia,Google Play
Best,1,2024-09-27,Commercial Bank of Ethiopia,Google Play
Good,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
Like,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
It's esay and very fast to use and sync.,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
This app sometimes 🛑,1,2024-09-26,Commercial Bank of Ethiopia,Google Play
Verification code website,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
I loved it,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
The best way..i like it#1👍,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
😁,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
I like it but can bring for us to link with PayPal please,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
please add the fingerprint security. All most the app is very good app.,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
Best appk,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,Commercial Bank of Ethiopia,Google Play
It's good but it must add some especial item like statement or transaction list place,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
This best app,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
Ok,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
Good job,4,2024-09-25,Commercial Bank of Ethiopia,Google Play
Good,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
fast and easy,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
trust to use,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
It the bast app in mobile money to trasfer to receive payment use it !,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
